序号,开奖日期,期号,红球1,红球2,红球3,红球4,红球5,红球6,蓝球,销售额,一等奖注数,一等奖奖金（元）,二等奖注数,二等奖奖金（元）,奖池（元）
596,2011/11/17,2011135,12,13,17,20,25,26,12,335103670,3,11666666,62,419705,432986892
597,2011/11/20,2011136,2,4,6,20,22,31,7,375968636,4,11250000,86,355324,464288592
598,2011/11/22,2011137,2,11,18,23,30,33,13,340607254,5,8768592,128,162222,473896000
599,2011/11/24,2011138,1,5,15,24,28,32,7,348154674,7,8512034,252,116572,487856614
600,2011/11/27,2011139,8,20,24,27,30,31,3,387797344,6,9646035,72,476587,515047152
601,2011/11/29,2011140,4,18,20,22,27,29,6,349582200,5,9666056,53,518781,535872860
602,2011/12/1,2011141,2,4,6,19,24,29,11,353185652,9,7264264,192,120143,529318827
603,2011/12/4,2011142,12,15,16,26,29,31,2,395266644,3,11666666,83,381361,573175899
604,2011/12/6,2011143,7,8,12,14,15,30,16,359074808,4,11250000,90,375290,611986880
605,2011/12/8,2011144,1,2,9,10,16,24,3,365097322,7,8950812,78,435686,633626105
606,2011/12/11,2011145,2,4,14,15,26,30,4,399835362,11,7107438,249,109529,624080666
607,2011/12/13,2011146,11,23,26,28,32,33,10,367466864,5,9194616,163,146991,639013370
608,2011/12/15,2011147,4,8,12,17,18,30,10,369715120,16,6570947,275,109828,609351248
609,2011/12/18,2011148,5,14,22,23,25,26,14,403588782,6,9214741,105,289835,630072378
610,2011/12/20,2011149,4,5,6,7,23,31,16,365612730,1,15000000,225,160785,704484700
611,2011/12/22,2011150,8,10,12,15,22,27,13,385439474,8,8289213,215,148700,717768968
612,2011/12/25,2011151,7,11,16,19,31,33,10,428101842,6,9932855,190,194187,749261802
613,2011/12/27,2011152,4,10,11,12,21,26,13,394544922,7,9253543,285,130393,776198815
614,2011/12/29,2011153,5,8,9,10,20,25,13,403874136,16,6856586,282,131411,757962272
615,2012/1/1,2012001,1,4,5,9,15,17,6,433902388,6,9494234,110,299528,782875794
616,2012/1/3,2012002,2,3,7,9,10,32,13,369663804,17,6568417,101,321729,752033556
617,2012/1/5,2012003,3,6,8,24,29,31,9,376556854,26,5307916,165,27325,629548166
618,2012/1/8,2012004,1,5,10,11,21,23,16,422246096,4,11250000,153,222629,669026740
619,2012/1/10,2012005,7,9,18,27,31,33,6,373157878,7,8838231,102,321582,688695791
620,2012/1/12,2012006,2,22,25,29,32,33,8,365269490,17,6108129,127,163443,638291299
621,2012/1/15,2012007,10,17,19,27,28,32,4,386798560,5,10692340,88,399915,671945560
622,2012/1/17,2012008,1,12,20,23,24,29,8,349794196,5,9838366,108,266553,694925145
623,2012/1/19,2012009,4,16,24,26,27,33,11,371864904,7,7738273,76,279630,695344944
624,2012/1/29,2012010,1,3,13,19,25,26,10,350707306,4,9684099,112,250933,722185940
625,2012/1/31,2012011,4,14,15,16,20,26,5,322471622,15,5501852,212,53262,666005385
626,2012/2/2,2012012,15,17,18,20,23,27,1,330682334,2,10000000,75,337508,705069412
627,2012/2/5,2012013,6,8,24,29,30,32,13,382213084,10,7153653,164,196980,708910740
628,2012/2/7,2012014,1,2,5,16,28,30,12,332394836,59,5208873,112,165047,444719580
629,2012/2/9,2012015,1,3,6,10,21,23,15,344966404,3,10000000,77,317628,471786918
630,2012/2/12,2012016,2,5,12,17,22,25,8,391806944,16,5793774,278,68527,423537888
631,2012/2/14,2012017,6,9,14,19,25,28,10,360962760,26,5647487,237,106548,335624562
632,2012/2/16,2012018,3,5,6,22,26,32,15,361743346,4,10000000,78,466381,380505912
633,2012/2/19,2012019,7,14,18,20,22,30,16,400412500,7,8150045,130,254426,400631707
634,2012/2/21,2012020,3,8,12,18,23,29,11,363324150,19,5758512,354,61066,341661021
635,2012/2/23,2012021,1,15,16,18,22,30,3,367729098,3,10000000,45,671342,382151985
636,2012/2/26,2012022,4,8,12,24,26,27,4,397040802,7,7204483,180,128594,385730443
637,2012/2/28,2012023,5,9,15,23,24,33,2,365582932,9,7038702,216,127418,386601237
638,2012/3/1,2012024,4,12,19,21,25,28,13,364173592,24,5678189,289,84480,307292592
639,2012/3/4,2012025,3,8,9,17,25,27,6,403316356,12,6210008,226,96372,283592844
640,2012/3/6,2012026,3,7,9,15,24,25,16,364748574,2,10000000,107,325028,344741670
641,2012/3/8,2012027,4,16,22,25,30,31,12,367033234,1,10000000,72,440655,408771750
642,2012/3/11,2012028,10,15,20,21,28,30,11,408320996,6,8433553,142,217619,430275054
643,2012/3/13,2012029,4,7,15,25,26,28,3,363574384,4,10000000,135,228393,462219036
644,2012/3/15,2012030,9,10,17,18,21,31,8,360021696,9,6076022,133,109220,441429534
645,2012/3/18,2012031,4,16,22,24,27,31,3,405489418,4,10000000,108,370142,494705544
646,2012/3/20,2012032,1,2,10,17,22,24,4,364723646,2,10000000,50,608921,545746332
647,2012/3/22,2012033,2,3,15,16,17,27,4,367684820,15,6337398,388,77555,520898790
648,2012/3/25,2012034,2,3,8,23,32,33,16,399671360,5,10000000,140,271705,559655765
649,2012/3/27,2012035,9,11,12,21,24,26,5,358931126,16,5926804,132,168509,516727952
650,2012/3/29,2012036,2,11,13,18,19,26,9,360667728,12,5572405,110,93666,473900100
651,2012/4/1,2012037,5,14,19,24,28,33,9,393044730,4,10000000,165,213492,516094744
652,2012/4/3,2012038,9,10,11,15,19,33,16,323004056,4,9950939,102,291231,545604136
653,2012/4/5,2012039,1,2,5,13,22,29,8,343264490,5,8333889,68,367708,562277750
654,2012/4/8,2012040,3,8,9,22,25,31,10,391299304,18,5689869,211,88277,503321868
655,2012/4/10,2012041,8,11,15,20,24,32,2,356306648,6,8680361,77,430172,528527286
656,2012/4/12,2012042,5,6,11,19,24,28,16,353943408,8,7761863,225,147299,543764552
657,2012/4/15,2012043,2,9,11,21,26,33,3,394668460,14,6362767,152,188277,521461388
658,2012/4/17,2012044,6,9,10,14,22,25,3,356462184,7,8299647,123,281677,544205207
659,2012/4/19,2012045,8,11,20,21,27,30,9,356502588,7,7320363,165,147659,549811570
660,2012/4/22,2012046,4,12,19,20,23,33,6,391900112,10,6536548,209,110278,538225270
661,2012/4/24,2012047,6,7,11,16,32,33,11,346381150,6,7522813,85,267121,546067464
662,2012/4/26,2012048,1,5,14,22,24,30,10,352087342,7,7348060,86,286681,552158516
663,2012/4/29,2012049,4,12,13,19,20,32,2,370994838,6,8684491,95,349057,577425876
664,2012/5/1,2012050,7,13,15,17,19,24,11,319513602,6,8434603,98,315422,598944924
665,2012/5/3,2012051,2,12,14,17,30,31,9,340256786,5,8525197,116,227922,618009885
666,2012/5/6,2012052,2,3,5,6,20,24,4,383696656,5,9086512,104,294700,644091290
667,2012/5/8,2012053,4,15,22,25,27,33,4,342378036,1,10000000,140,238588,712030309
668,2012/5/10,2012054,6,14,18,20,30,33,14,356190234,5,8743780,64,438724,733827565
669,2012/5/13,2012055,4,6,13,20,24,28,1,396120110,4,10000000,110,296460,769919052
670,2012/5/15,2012056,4,7,14,17,26,31,10,363402618,11,6590332,193,135961,758653203
671,2012/5/17,2012057,3,5,19,21,27,31,4,367753954,3,10000000,143,256611,814275846
672,2012/5/20,2012058,3,6,15,20,25,26,4,416752864,4,10000000,204,182415,861105840
673,2012/5/22,2012059,4,13,21,22,26,31,1,389786618,6,9270173,205,187471,895158438
674,2012/5/24,2012060,7,10,13,16,17,29,1,394479944,1,10000000,155,265113,981041268
675,2012/5/27,2012061,3,8,11,12,14,18,14,451440342,5,10000000,136,285981,1021792620
676,2012/5/29,2012062,2,13,16,17,20,31,7,422402826,4,5573816,102,33753,1007530788
677,2012/5/31,2012063,2,10,17,19,24,27,12,420166696,11,6604802,95,278728,996662843
678,2012/6/3,2012064,5,10,11,16,23,24,11,444563890,12,6653804,135,220507,986276964
679,2012/6/5,2012065,8,10,18,19,27,31,14,396002414,16,6540348,152,243212,967890880
680,2012/6/7,2012066,1,2,9,26,29,33,12,389067662,7,8529512,158,234556,994657342
681,2012/6/10,2012067,4,5,10,21,26,30,16,415404644,10,7001929,181,165905,994705580
682,2012/6/12,2012068,5,17,22,26,32,33,10,379754544,117,5181964,120,266122,462930039
683,2012/6/14,2012069,8,10,11,18,20,29,6,363763394,19,5767697,250,87517,404395639
684,2012/6/17,2012070,2,3,4,24,31,32,11,403726842,10,6343817,121,166588,387991070
685,2012/6/19,2012071,3,4,19,21,22,23,8,359591294,8,6606573,104,185373,380122544
686,2012/6/21,2012072,2,3,7,9,13,30,6,349310588,2,10000000,96,329595,433951832
687,2012/6/24,2012073,4,7,9,10,17,27,5,383664428,8,6717072,169,121922,428293280
688,2012/6/26,2012074,15,16,18,19,28,32,8,354427342,5,8878517,70,415555,451774750
689,2012/6/28,2012075,4,6,22,23,29,32,11,351962062,23,5747971,77,335129,379783084
690,2012/7/1,2012076,11,18,22,27,29,30,15,379484266,3,10000000,81,358552,417549411
691,2012/7/3,2012077,2,4,13,18,26,28,12,337698126,5,8435718,79,326175,435495895
692,2012/7/5,2012078,8,15,22,24,28,33,12,339534852,6,8669544,90,366954,460539066
693,2012/7/8,2012079,6,7,12,24,30,33,12,373462380,4,10000000,127,302348,510135120
694,2012/7/10,2012080,4,9,14,15,16,27,3,333462942,17,5719094,181,101308,455696645
695,2012/7/12,2012081,2,5,10,24,25,29,6,335807634,22,5655466,232,93234,381747300
696,2012/7/15,2012082,2,4,11,18,22,29,6,376633434,9,7521170,269,126527,393473628
697,2012/7/17,2012083,4,9,14,15,26,33,4,337785246,7,7834196,180,165328,408072063
698,2012/7/19,2012084,2,10,20,26,28,29,14,340543862,6,8614316,100,325288,432286812
699,2012/7/22,2012085,5,17,24,30,31,33,5,365440332,9,7047060,108,255882,433345662
700,2012/7/24,2012086,8,9,13,15,22,23,8,329772984,14,5617453,209,62040,384956516
701,2012/7/26,2012087,3,10,11,13,14,22,9,333397892,5,6777043,125,106622,382169550
702,2012/7/29,2012088,3,5,23,24,27,31,15,363501734,6,8755663,122,277057,408504504
703,2012/7/31,2012089,3,7,10,13,14,25,11,323395064,11,6358624,111,201957,390866674
704,2012/8/2,2012090,2,13,20,25,29,30,11,329354360,8,7610296,67,467515,403072608
705,2012/8/5,2012091,1,5,7,8,19,21,16,363226218,7,7372003,198,125788,409582663
706,2012/8/7,2012092,6,13,17,18,28,32,3,323643554,10,6440282,218,99101,395589720
707,2012/8/9,2012093,3,5,19,21,24,33,13,324000944,5,7499648,68,275696,401835325
708,2012/8/12,2012094,6,9,14,16,23,33,15,360208214,3,10000000,120,298085,455299281
709,2012/8/14,2012095,17,24,27,28,29,30,2,324870412,3,9886677,92,239022,476949363
710,2012/8/16,2012096,4,7,11,16,29,33,7,324279054,11,5599637,124,79790,438439386
711,2012/8/19,2012097,5,8,13,14,19,22,6,362228722,14,6077210,240,94255,406141750
712,2012/8/21,2012098,2,12,19,26,29,31,9,328680072,12,5725876,107,122109,367918020
713,2012/8/23,2012099,8,12,15,16,21,27,16,334215270,8,7359922,137,206708,375116456
714,2012/8/26,2012100,5,7,15,18,25,33,10,365221470,7,6032184,150,72252,358179682
715,2012/8/28,2012101,9,12,17,18,20,33,2,332762926,4,9975906,61,489433,387938748
716,2012/8/30,2012102,13,25,27,28,29,30,15,330626818,4,10000000,122,263044,422818756
717,2012/9/2,2012103,4,9,11,14,32,33,2,364812438,6,8999742,80,449971,452814888
718,2012/9/4,2012104,4,5,9,10,19,28,3,326123048,20,5685538,176,116853,387091800
719,2012/9/6,2012105,6,13,14,15,17,30,4,332112822,8,7054909,110,224171,388189976
720,2012/9/9,2012106,13,14,20,22,23,32,16,368837242,7,8568525,72,520409,415639168
721,2012/9/11,2012107,11,12,15,24,25,31,9,325537564,13,5878349,127,134864,379185521
722,2012/9/13,2012108,1,9,12,13,19,28,13,329301702,8,6996216,139,172335,379109848
723,2012/9/16,2012109,2,12,24,26,29,31,3,366377520,6,8882032,93,375680,407340330
724,2012/9/18,2012110,3,7,10,13,22,32,9,327652012,16,6037754,218,114248,368850496
725,2012/9/20,2012111,2,9,10,20,22,31,13,334284550,3,10000000,127,255332,414514056
726,2012/9/23,2012112,8,15,20,21,27,31,6,365453898,34,5340317,203,85498,273440988
727,2012/9/25,2012113,3,6,9,13,18,32,6,321721194,13,6229646,162,148012,248404494
728,2012/9/27,2012114,1,6,11,26,27,29,15,323638620,3,10000000,115,257150,287406651
729,2012/9/30,2012115,3,8,20,24,26,32,14,330478202,7,7829580,86,345472,301924301
730,2012/10/2,2012116,3,21,26,29,31,32,3,270974690,3,10000000,44,585802,332066730
731,2012/10/4,2012117,13,15,18,20,24,28,9,285909300,8,6519376,108,168819,322454248
732,2012/10/7,2012118,5,6,7,12,15,28,11,352094796,12,6323576,166,143520,302161536
733,2012/10/9,2012119,12,20,25,26,27,28,13,321919326,50,5378327,85,333818,99452500
734,2012/10/11,2012120,1,4,20,24,28,29,16,311866338,2,5000000,77,358751,153908152
735,2012/10/14,2012121,1,7,8,20,23,24,11,355530542,6,8592913,124,260775,177801852
736,2012/10/16,2012122,12,13,19,22,28,29,11,325004070,6,9088351,100,292951,196627122
737,2012/10/18,2012123,8,10,16,25,28,33,9,334799840,11,6971496,78,320893,183343281
738,2012/10/21,2012124,6,7,21,25,27,33,11,369201172,5,10607733,158,218721,215939945
739,2012/10/23,2012125,8,12,13,26,29,33,1,337488334,20,5994892,244,91585,153184560
740,2012/10/25,2012126,3,5,12,15,23,24,7,336798500,15,6201040,169,115523,110723595
741,2012/10/28,2012127,1,9,11,21,26,32,8,373363120,9,6592189,95,147311,89047863
742,2012/10/30,2012128,5,9,12,29,30,31,5,322643800,9,5555555,135,123151,82840707
743,2012/11/1,2012129,1,7,9,17,21,29,1,331737426,2,7500000,92,349761,147922890
744,2012/11/4,2012130,1,3,15,20,22,31,3,355629806,3,11666666,59,516973,189092919
745,2012/11/6,2012131,6,18,19,26,28,32,12,334407788,21,5443751,207,31295,94889844
746,2012/11/8,2012132,7,12,16,17,21,25,10,332827106,11,5454545,92,154721,73103371
747,2012/11/11,2012133,1,8,11,20,21,29,2,364736358,9,5555555,210,95178,74740968
748,2012/11/13,2012134,2,5,6,7,13,23,15,331006688,1,10000000,84,247841,118317829
749,2012/11/15,2012135,2,5,7,8,11,17,16,334488518,5,9567828,96,278736,137915685
750,2012/11/18,2012136,2,7,8,17,21,28,11,370704246,37,5152273,155,131940,30000000
751,2012/11/20,2012137,1,2,4,6,13,17,7,323374784,6,5833333,34,679581,53913486
752,2012/11/22,2012138,1,7,16,17,19,21,14,322213636,4,6250000,109,240023,94959540
753,2012/11/25,2012139,8,19,21,24,28,31,15,359675456,6,5833333,62,527982,141340986
754,2012/11/27,2012140,14,18,27,30,31,33,15,328890054,9,7807514,188,161709,147010059
755,2012/11/29,2012141,3,5,8,19,20,27,9,331745670,27,5520780,211,64415,34662735
756,2012/12/2,2012142,5,18,22,28,29,31,6,355971618,13,5384615,80,194319,30000000
757,2012/12/4,2012143,7,8,18,25,30,32,6,322260704,12,5416666,130,192233,30000000
758,2012/12/6,2012144,3,10,12,13,27,30,4,326127870,25,2617222,125,104333,30000000
759,2012/12/9,2012145,5,20,26,27,28,33,3,349657358,5,6000000,112,246918,69528065
760,2012/12/11,2012146,1,5,7,13,29,32,13,320313400,5,6000000,107,143273,80298625
761,2012/12/13,2012147,2,12,15,23,24,32,9,330613366,8,5625000,170,98430,79342832
762,2012/12/16,2012148,3,6,11,17,21,31,7,373006912,64,1702451,1293,8158,30000000
763,2012/12/18,2012149,1,5,13,25,26,32,13,314338172,2,7500000,116,261529,90787310
764,2012/12/20,2012150,9,11,17,23,24,26,7,325835512,4,6250000,92,323576,140248364
765,2012/12/23,2012151,5,14,24,25,26,32,1,362492002,8,8354668,109,300513,154841736
766,2012/12/25,2012152,10,12,18,22,28,29,7,327454924,36,5621438,220,118444,30000000
767,2012/12/27,2012153,4,5,11,21,27,28,10,315610858,14,5218719,167,97678,30000000
768,2012/12/30,2012154,5,7,12,16,28,32,4,349475260,5,6000000,137,210394,72256070
769,2013/1/1,2013001,6,8,14,15,24,25,6,309153922,20,5250000,271,71485,30000000
770,2013/1/3,2013002,1,16,18,22,28,30,12,303822912,4,6250000,63,352455,61810900
771,2013/1/6,2013003,22,23,26,27,28,33,9,367773688,4,6250000,90,271770,98882604
772,2013/1/8,2013004,6,10,16,20,27,32,8,337097616,17,5294117,152,61143,35567995
773,2013/1/10,2013005,1,13,14,25,31,32,12,339352226,11,5454545,117,251894,49335143
774,2013/1/13,2013006,9,10,13,17,22,30,13,374366198,8,5625000,178,176778,82757304
775,2013/1/15,2013007,2,9,15,22,26,32,1,341246158,2,7500000,148,228327,151606540
776,2013/1/17,2013008,3,8,17,21,25,32,15,341795384,6,8240712,311,93782,170217234
777,2013/1/20,2013009,1,4,9,13,16,23,2,383674016,4,9535536,100,272132,195572596
778,2013/1/22,2013010,1,9,11,17,32,33,12,347709230,5,9286306,74,434422,224151420
779,2013/1/24,2013011,3,12,17,24,27,29,9,350274074,11,6118580,113,163332,199912372
780,2013/1/27,2013012,6,14,17,22,28,29,2,389114476,3,10000000,144,270305,260734911
781,2013/1/29,2013013,5,6,13,19,22,28,9,351745408,19,5961726,259,105827,211416895
782,2013/1/31,2013014,2,4,5,17,19,20,8,348187310,20,5786249,235,100372,150729380
783,2013/2/3,2013015,5,6,7,11,13,18,15,377989410,3,10000000,158,222295,202682481
784,2013/2/5,2013016,2,5,6,12,14,28,5,327207104,12,5755587,99,137379,165350088
785,2013/2/7,2013017,4,6,12,30,31,32,9,339247106,3,10000000,93,291681,198644874
786,2013/2/17,2013018,2,8,13,28,29,30,5,364752666,10,6796488,273,98708,193557090
787,2013/2/19,2013019,1,2,5,16,20,26,6,316958200,5,8107555,93,250609,207401535
788,2013/2/21,2013020,1,7,8,12,16,21,1,337611102,5,9109602,145,212565,233771560
789,2013/2/24,2013021,1,6,17,19,26,31,11,386291388,7,7342133,104,236465,239758883
790,2013/2/26,2013022,2,4,7,9,15,20,7,349104140,6,6902732,79,216766,238299864
791,2013/2/28,2013023,3,6,15,18,30,32,5,359844386,4,10000000,145,215645,271259788
792,2013/3/3,2013024,4,5,13,23,27,30,9,397860528,17,5847975,191,113211,222298732
793,2013/3/5,2013025,16,17,18,24,25,30,8,365053994,27,5431843,126,138806,116448192
794,2013/3/7,2013026,4,11,14,15,22,31,11,357237076,4,9397355,95,277727,140421744
795,2013/3/10,2013027,1,2,4,12,21,24,12,401897672,11,6848640,126,242083,136259354
796,2013/3/12,2013028,7,8,14,25,26,28,13,363477764,6,7577370,149,155680,144919914
797,2013/3/14,2013029,6,7,10,19,23,29,12,367189222,12,6611365,473,61320,133260864
798,2013/3/17,2013030,7,14,18,25,26,29,6,405193314,7,7771195,140,207839,146756785
799,2013/3/19,2013031,3,13,14,15,21,33,3,365951410,10,6553055,125,186366,135583170
800,2013/3/21,2013032,4,21,25,29,30,33,3,365616360,2,10000000,68,438576,185170708
801,2013/3/24,2013033,5,6,13,17,19,28,1,397248028,44,5355031,567,41326,34224132
802,2013/3/26,2013034,6,15,20,22,26,33,9,339315898,8,5000000,83,273693,47229360
803,2013/3/28,2013035,1,14,15,17,26,30,2,351498872,3,5000000,78,405085,105954843
804,2013/3/31,2013036,4,5,9,27,29,31,13,393497514,9,7536121,182,188118,118017567
805,2013/4/2,2013037,2,15,18,27,28,32,14,350336028,6,7287992,157,131158,122337450
806,2013/4/4,2013038,9,10,12,14,15,19,11,328400842,5,8453347,95,272632,140504290
807,2013/4/7,2013039,1,2,14,15,24,29,6,390740078,7,8030721,94,338538,158541908
808,2013/4/9,2013040,2,4,10,12,17,30,10,352650578,11,6144278,125,151044,135009567
809,2013/4/11,2013041,2,10,12,17,23,24,5,358260706,3,10000000,295,88126,165669831
810,2013/4/14,2013042,1,8,12,13,15,33,3,396763590,7,8484594,131,279299,191650228
811,2013/4/16,2013043,3,6,14,15,17,25,16,358568922,16,5481602,247,46795,130914304
812,2013/4/18,2013044,3,5,11,18,26,28,6,355471956,12,6411138,337,75372,113248452
813,2013/4/21,2013045,6,7,8,14,23,31,12,389847482,7,7557675,138,194605,123007759
814,2013/4/23,2013046,3,16,19,20,24,26,6,352094234,7,8147262,95,347855,143084851
815,2013/4/25,2013047,1,8,11,17,27,30,12,347274348,6,8654750,116,283558,167906106
816,2013/4/28,2013048,10,13,17,28,30,32,4,379712106,37,5456927,119,213104,55171877
817,2013/4/30,2013049,10,13,14,16,21,32,14,295889902,2,5000000,41,727853,114803190
818,2013/5/2,2013050,3,7,13,18,22,25,3,331969178,9,7054027,228,121620,116018802
819,2013/5/5,2013051,8,12,15,19,28,29,2,377856082,33,5479124,450,61706,30000000
820,2013/5/7,2013052,6,7,14,21,22,24,13,320719928,8,5000000,104,240523,48367032
821,2013/5/9,2013053,3,12,13,22,30,33,14,327360018,5,5000000,132,215385,89705790
822,2013/5/12,2013054,3,4,8,14,21,28,14,367209526,14,5000000,202,172767,101137064
823,2013/5/14,2013055,8,18,19,22,27,32,6,328924474,6,7991149,97,277529,116004306
824,2013/5/16,2013056,3,12,25,26,28,29,16,330573576,5,8816637,88,325281,138712270
825,2013/5/19,2013057,13,16,19,23,26,28,5,367207180,6,7927462,146,180460,152624208
826,2013/5/21,2013058,8,11,17,21,23,24,5,338075776,13,6573318,243,126253,138757060
827,2013/5/23,2013059,3,10,18,24,27,29,9,339381758,11,5562668,134,69283,99230450
828,2013/5/26,2013060,5,7,10,13,19,20,15,368726696,8,5000000,206,106307,110329152
829,2013/5/28,2013061,5,6,7,12,13,18,12,335064726,43,3509802,830,20959,30000000
830,2013/5/30,2013062,1,6,7,19,22,27,2,313979568,2,5000000,102,265431,83172610
831,2013/6/2,2013063,10,15,18,20,23,31,12,354390256,3,5000000,84,380751,142799949
832,2013/6/4,2013064,1,9,13,22,25,32,12,328102052,5,9400977,72,458435,172812165
833,2013/6/6,2013065,7,18,19,23,29,30,2,334460176,5,9309082,165,195867,201675690
834,2013/6/9,2013066,1,3,16,17,20,32,7,368087166,8,6025818,96,128227,182192048
835,2013/6/11,2013067,1,4,9,15,22,30,6,309743864,16,5889617,163,130986,137776720
836,2013/6/13,2013068,2,7,13,20,25,27,6,329872238,10,6912312,203,141303,135584520
837,2013/6/16,2013069,7,16,17,18,30,33,6,369339396,105,2083167,190,187552,30000000
838,2013/6/18,2013070,2,3,9,10,28,30,6,296577242,13,5000000,152,178396,58271360
839,2013/6/20,2013071,5,12,21,23,26,28,9,311914552,11,5000000,173,70271,31637441
840,2013/6/23,2013072,2,8,11,14,19,33,9,351392580,2,5000000,144,183800,83394408
841,2013/6/25,2013073,2,9,13,17,20,28,11,324559238,19,5000000,185,99780,31466432
842,2013/6/27,2013074,3,6,8,14,19,32,3,320654782,3,5000000,101,253083,76109739
843,2013/6/30,2013075,4,6,9,25,30,33,14,358276246,0,0,47,656915,148151453
844,2013/7/2,2013076,14,23,24,26,29,30,3,326689120,1,10000000,43,750283,213429920
845,2013/7/4,2013077,9,14,23,24,26,29,3,333114166,31,5415508,186,103877,90631848
846,2013/7/7,2013078,3,5,17,18,26,27,15,355637236,8,5000000,223,143305,125198288
847,2013/7/9,2013079,7,13,17,19,22,26,13,320512624,12,6446471,102,255259,108592428
848,2013/7/11,2013080,10,11,12,23,28,32,16,327918824,5,8444709,103,250828,126651295
849,2013/7/14,2013081,1,4,10,13,21,31,13,359745012,4,10000000,122,273751,164579200
850,2013/7/16,2013082,4,13,14,20,22,30,6,326611872,5,8012017,178,126910,177229420
851,2013/7/18,2013083,5,6,12,14,19,23,9,338036388,18,5326203,225,39144,101908566
852,2013/7/21,2013084,5,7,9,11,20,21,3,373588034,10,6976187,136,217961,101313260
853,2013/7/23,2013085,2,8,12,14,16,32,16,330145456,7,8042847,135,236665,119563094
854,2013/7/25,2013086,2,4,11,13,16,26,11,326453274,3,10000000,80,311029,147621963
855,2013/7/28,2013087,2,13,19,23,24,28,5,364306204,6,7813525,121,209270,159824838
856,2013/7/30,2013088,9,15,20,21,22,24,14,332225112,3,10000000,119,265091,203431818
857,2013/8/1,2013089,4,8,12,19,21,25,13,337088774,14,6155652,210,115565,173879650
858,2013/8/4,2013090,2,5,11,23,24,29,8,372773264,46,3882974,154,13183,30000000
859,2013/8/6,2013091,4,14,24,25,28,31,10,308670790,22,3362188,61,308909,30000000
860,2013/8/8,2013092,7,11,15,21,26,31,6,311052518,8,5000000,103,204927,39250888
861,2013/8/11,2013093,1,2,8,26,29,31,14,345826922,2,5000000,111,325606,113583018
862,2013/8/13,2013094,2,4,14,18,20,22,7,320217972,11,5984697,113,143783,85662203
863,2013/8/15,2013095,1,6,15,19,28,29,10,321839422,5,5000000,144,183210,122220820
864,2013/8/18,2013096,1,2,22,28,29,30,15,364530978,9,7504350,112,301863,133568694
865,2013/8/20,2013097,5,14,17,22,23,25,7,326153582,3,10000000,152,175954,165973926
866,2013/8/22,2013098,7,15,18,19,20,26,14,333979300,28,5506770,291,73142,61447820
867,2013/8/25,2013099,5,11,20,21,26,31,3,359490506,13,5000000,173,150911,57365841
868,2013/8/27,2013100,4,8,11,14,16,20,11,324850520,0,0,61,370237,110063013
869,2013/8/29,2013101,5,7,9,23,27,32,1,339246710,4,7726709,83,197111,117330108
870,2013/9/1,2013102,2,4,5,6,8,16,3,374113680,12,6847743,142,234220,112762404
871,2013/9/3,2013103,2,4,9,13,18,20,7,329389008,5,8329891,111,224992,129386045
872,2013/9/5,2013104,1,2,4,15,17,28,11,339771188,4,10000000,88,351414,161543208
873,2013/9/8,2013105,1,11,23,27,31,32,9,380197404,5,8502830,70,375303,180328590
874,2013/9/10,2013106,9,11,23,30,31,32,6,344715810,4,8223793,77,251204,192566520
875,2013/9/12,2013107,7,9,11,17,28,31,11,349907348,7,7784397,120,243634,206293472
876,2013/9/15,2013108,16,21,22,28,31,32,5,384725718,3,10000000,60,488705,244712259
877,2013/9/17,2013109,9,23,24,27,29,32,8,351155742,5,7299549,103,167442,248456620
878,2013/9/19,2013110,15,17,18,21,29,32,13,341867256,4,9320948,56,462958,271666100
879,2013/9/22,2013111,1,2,3,6,8,33,13,401502238,22,5988146,252,129400,216014150
880,2013/9/24,2013112,1,6,12,13,22,31,7,344881702,12,6452204,77,339476,199580280
881,2013/9/26,2013113,4,7,11,17,24,33,9,353992568,7,7162340,147,154452,202421233
882,2013/9/29,2013114,4,6,17,21,23,33,7,398506774,5,10000000,97,389940,240677850
883,2013/10/1,2013115,3,12,16,17,18,27,8,319974332,13,6116365,122,178435,211959722
884,2013/10/3,2013116,12,15,21,26,32,33,7,312633700,2,10000000,148,194817,259236778
885,2013/10/6,2013117,9,12,13,24,27,33,16,368579726,19,6129010,232,138693,217864773
886,2013/10/8,2013118,2,3,17,22,32,33,16,343511272,6,8693827,93,357467,243272184
887,2013/10/10,2013119,5,15,20,22,26,32,9,357071040,9,6880734,83,305902,240588702
888,2013/10/13,2013120,5,6,13,18,23,31,11,404684072,47,5263001,447,41480,36491411
889,2013/10/15,2013121,4,5,6,7,25,27,7,337100116,5,5000000,155,135981,60671480
890,2013/10/17,2013122,7,10,13,15,26,27,11,345544080,10,5000000,173,161020,75670240
891,2013/10/20,2013123,1,2,6,11,17,25,2,385822278,12,5000000,109,277152,86159328
892,2013/10/22,2013124,3,9,15,23,25,30,7,347249642,8,5000000,140,186561,107102896
893,2013/10/24,2013125,4,6,8,18,25,28,16,372984566,8,9047241,308,108983,123047728
894,2013/10/27,2013126,4,10,19,27,31,33,16,408866622,5,12000000,155,247917,162711340
895,2013/10/29,2013127,2,3,13,20,22,33,14,376726836,5,11767862,216,165550,197309615
896,2013/10/31,2013128,7,13,17,19,25,31,8,381844688,8,8483315,156,171793,201975928
897,2013/11/3,2013129,5,6,10,14,27,31,14,418710844,4,12500000,144,299336,262553088
