序号,开奖日期,期号,红球1,红球2,红球3,红球4,红球5,红球6,蓝球,销售额,一等奖注数,一等奖奖金（元）,二等奖注数,二等奖奖金（元）,奖池（元）
1563,2018/3/13,2018028,3,8,11,14,18,23,16,352015830,7,7676997,220,106471,578094167
1564,2018/3/15,2018029,1,2,9,14,22,25,5,349939456,5,8926329,85,288700,607081200
1565,2018/3/18,2018030,13,14,20,21,25,33,7,388492136,1,10000000,98,260810,673759355
1566,2018/3/20,2018031,2,16,18,19,27,30,14,345048756,3,10000000,116,224837,722002755
1567,2018/3/22,2018032,21,22,23,24,25,32,6,351194914,3,10000000,127,179511,760396749
1568,2018/3/25,2018033,4,19,20,22,28,33,6,376360408,3,10000000,88,289516,806829198
1569,2018/3/27,2018034,1,5,11,22,23,26,15,348544506,8,7560160,122,209849,823152736
1570,2018/3/29,2018035,7,10,11,17,23,28,15,350309396,6,8809507,289,98862,856009608
1571,2018/4/1,2018036,8,17,24,26,28,33,4,375931002,4,10000000,117,231790,897368156
1572,2018/4/3,2018037,1,6,7,8,27,30,10,336334062,12,6218823,137,133447,877589328
1573,2018/4/5,2018038,15,23,24,25,28,29,9,303245456,5,7607731,75,217310,888445635
1574,2018/4/8,2018039,8,12,18,19,23,32,3,368394896,6,8202095,168,142950,911280204
1575,2018/4/10,2018040,1,3,8,13,18,23,16,341719534,11,6625737,283,78989,905458752
1576,2018/4/12,2018041,7,8,20,23,24,32,13,342614774,4,9960334,64,387526,940022436
1577,2018/4/15,2018042,6,10,21,28,29,31,12,373384922,14,6113405,163,119537,912888550
1578,2018/4/17,2018043,1,4,6,8,21,24,7,350595736,6,7386066,93,192424,922258638
1579,2018/4/19,2018044,5,9,12,17,27,30,6,351490126,22,5550276,643,23534,845550354
1580,2018/4/22,2018045,3,4,6,25,26,30,1,381384846,3,6904812,82,87110,846265053
1581,2018/4/24,2018046,10,13,14,18,20,31,3,341414200,2,10000000,100,256483,903210136
1582,2018/4/26,2018047,6,7,12,16,22,25,7,340211348,9,6936514,102,213586,906138855
1583,2018/4/29,2018048,1,12,20,25,30,31,2,347082070,4,9801124,76,315863,938951220
1584,2018/5/1,2018049,1,3,4,11,19,23,2,308606382,7,7858532,88,284229,958977957
1585,2018/5/3,2018050,1,2,4,10,18,19,7,332612986,7,7360984,146,141497,969426906
1586,2018/5/6,2018051,5,7,20,23,27,31,4,362286900,5,9213527,146,180373,1002362910
1587,2018/5/8,2018052,3,5,6,9,15,32,14,335132016,4,9373437,104,210261,1030470724
1588,2018/5/10,2018053,1,4,10,11,14,27,6,336743448,8,7086603,104,200634,1036375992
1589,2018/5/13,2018054,4,6,18,22,25,33,16,364343470,4,10000000,86,305357,1075158284
1590,2018/5/15,2018055,7,9,10,12,22,26,7,328077816,39,5382270,131,142257,921156717
1591,2018/5/17,2018056,1,3,6,20,21,26,1,332042280,7,7536477,187,118685,934983896
1592,2018/5/20,2018057,5,15,17,19,20,30,13,360079018,9,7219690,193,129386,944921232
1593,2018/5/22,2018058,7,12,13,16,26,31,7,328678478,11,6534486,120,175826,936339437
1594,2018/5/24,2018059,4,6,8,13,22,32,11,335528070,5,7926005,69,265036,951572015
1595,2018/5/27,2018060,4,8,13,25,30,31,10,364451892,5,8071749,111,172958,968808575
1596,2018/5/29,2018061,9,10,11,12,18,23,7,332550974,15,5915270,213,80569,931563495
1597,2018/5/31,2018062,2,18,19,24,25,33,11,326938646,6,8244701,109,223259,955101072
1598,2018/6/3,2018063,5,6,10,16,20,25,12,358387608,27,5291294,315,31210,841729671
1599,2018/6/5,2018064,2,5,10,11,17,21,5,329557586,12,6202837,149,121091,821423304
1600,2018/6/7,2018065,1,4,6,14,28,33,1,329937636,6,8384489,123,206371,847267386
1601,2018/6/10,2018066,9,16,17,19,22,26,10,357968382,10,6805079,195,115710,846907070
1602,2018/6/12,2018067,1,4,9,12,15,18,5,324647042,8,7355099,122,193040,858719248
1603,2018/6/14,2018068,8,10,17,20,27,30,1,332649368,3,10000000,225,106134,900360000
1604,2018/6/17,2018069,6,13,17,19,23,31,12,355213336,5,8350663,126,166203,921431615
1605,2018/6/19,2018070,4,9,15,16,19,27,10,339461364,13,6439454,138,169500,907892115
1606,2018/6/21,2018071,2,5,6,13,16,19,3,348880396,9,6963036,110,200765,911477268
1607,2018/6/24,2018072,11,16,19,22,25,30,8,372281494,19,5128649,101,30251,823199206
1608,2018/6/26,2018073,2,9,14,15,16,23,10,329645754,8,7236302,104,215029,832397856
1609,2018/6/28,2018074,9,11,14,20,27,30,9,327800026,9,6057912,120,99179,813581190
1610,2018/7/1,2018075,7,9,12,13,22,24,11,356378720,17,5972248,120,172168,774033783
1611,2018/7/3,2018076,3,7,8,15,29,30,13,327873252,22,5565528,363,42843,698248210
1612,2018/7/5,2018077,2,5,9,15,20,24,10,327832004,7,7421960,109,194423,709870938
1613,2018/7/8,2018078,3,10,14,17,18,30,12,358569878,6,7550329,204,93762,721951374
1614,2018/7/10,2018079,14,15,17,22,24,29,13,327442428,2,10000000,77,347163,782146094
1615,2018/7/12,2018080,4,7,13,20,29,33,3,325310442,6,8230212,128,189270,805444602
1616,2018/7/15,2018081,1,2,12,16,20,26,3,349698540,5,9113851,154,166958,837010055
1617,2018/7/17,2018082,6,12,14,20,22,24,9,319081284,8,6895145,140,135367,838703256
1618,2018/7/19,2018083,4,9,18,21,32,33,3,323565026,11,6964663,126,214397,843134325
1619,2018/7/22,2018084,5,6,8,12,22,24,3,347865554,13,6216121,249,79365,821610647
1620,2018/7/24,2018085,4,10,25,26,30,33,6,322576362,8,6541028,88,175116,815513264
1621,2018/7/26,2018086,2,7,17,21,23,26,16,322631262,18,5839185,109,173226,767052918
1622,2018/7/29,2018087,1,5,10,16,18,31,3,348603358,3,10000000,74,382259,821914596
1623,2018/7/31,2018088,3,5,12,29,30,32,14,315199378,8,7319478,69,336156,832943120
1624,2018/8/2,2018089,6,9,12,14,18,27,14,312432712,5,9128194,172,150007,864705795
1625,2018/8/5,2018090,1,2,4,10,14,23,7,340370390,12,5776285,85,136991,830323212
1626,2018/8/7,2018091,6,11,13,17,25,32,7,315853082,4,8999907,81,246907,854322188
1627,2018/8/9,2018092,6,10,16,19,24,33,16,318819890,1,10000000,95,269198,921043817
1628,2018-08-09(四),2018092,6,10,16,19,24,33,16,318819890,1,10000000,95,269198,921043817
1629,2018-08-12(日),2018093,4,18,20,21,29,33,7,341609166,3,10000000,78,304804,962368068
1630,2018-08-14(二),2018094,4,7,16,20,24,30,5,314204036,0,0,148,137747,1023528004
1631,2018-08-16(四),2018095,10,11,12,21,26,33,9,320539494,4,8780501,87,217270,1045113520
1632,2018-08-19(日),2018096,1,5,9,20,28,32,12,338691852,23,5556088,150,106583,965286126
1633,2018-08-21(二),2018097,1,2,17,20,25,28,13,313501772,1,10000000,38,607210,1024508131
1634,2018-08-23(四),2018098,6,10,11,20,29,32,13,314746902,9,7336982,125,210328,1037348433
1635,2018-08-26(日),2018099,3,7,8,14,25,32,6,339383254,12,6102840,242,68357,1013742168
1636,2018-08-28(二),2018100,2,11,14,15,29,33,2,309533260,3,10000000,91,234630,1047796176
1637,2018-08-30(四),2018101,1,3,14,26,29,33,9,308676480,5,7864370,70,255747,1062181270
1638,2018-09-02(日),2018102,2,6,11,19,21,28,5,340812198,4,8922949,163,120335,1085333716
1639,2018-09-04(二),2018103,2,9,15,22,23,24,16,314574584,7,7746753,111,216523,1103208722
1640,2018-09-06(四),2018104,2,3,6,19,25,29,1,312637426,5,8635318,158,143802,1128194345
1641,2018-09-09(日),2018105,4,5,13,18,19,25,1,343324268,17,6257964,150,178211,1102004192
1642,2018-09-11(二),2018106,4,18,19,24,25,26,10,312096980,4,8430179,125,137207,1119736168
1643,2018-09-13(四),2018107,1,2,5,12,20,22,1,317508712,6,8438555,139,185533,1146472338
1644,2018-09-16(日),2018108,5,13,18,21,26,30,2,322147946,22,5859675,179,132073,1088482714
1645,2018-09-18(二),2018109,10,11,18,23,31,33,15,306989720,4,8282094,69,237832,1104585752
1646,2018-09-20(四),2018110,11,13,16,21,22,23,2,307066624,2,10000000,66,389022,1161612266
1647,2018-09-23(日),2018111,1,7,14,24,25,28,8,320180512,11,5565493,143,54374,1123718442
1648,2018-09-25(二),2018112,5,8,18,25,26,31,4,302328982,11,6090396,154,97356,1101702921
1649,2018-09-27(四),2018113,1,6,9,16,25,26,9,314160394,11,5895165,208,59175,1073781687
1650,2018-09-30(日),2018114,1,7,15,16,20,27,14,336072030,6,7981155,203,110141,1092970758
1651,2018-10-02(二),2018115,1,13,19,24,26,29,11,273986534,1,10000000,52,243906,1121020227
1652,2018-10-04(四),2018116,5,14,17,22,23,28,15,281786404,44,5308473,320,53018,938345496
1653,2018-10-07(日),2018117,8,11,15,17,23,25,5,340052040,6,7824932,189,112100,954956874
1654,2018-10-09(二),2018118,8,12,21,22,27,31,9,322015414,7,6907203,140,119200,956670540
1655,2018-10-11(四),2018119,3,13,14,16,25,27,12,328321394,10,6043410,117,111475,935364310
1656,2018-10-14(日),2018120,3,4,18,26,27,33,1,357215818,5,9561820,185,154115,973089335
1657,2018-10-16(二),2018121,6,8,14,19,23,25,11,321305376,11,6468429,142,142189,962509317
1658,2018-10-18(四),2018122,5,7,20,22,30,32,10,327644802,31,5238879,230,40245,827873755
1659,2018-10-21(日),2018123,13,21,24,27,31,32,1,410429482,6,9217817,115,275075,867467741
1660,2018-10-23(二),2018124,9,13,14,19,22,25,2,378069006,4,9291791,127,168968,894677451
1661,2018-10-25(四),2018125,3,10,11,14,15,32,2,391293382,3,10000000,54,598926,961703467
1662,2018-10-28(日),2018126,1,6,8,9,14,22,5,415778246,8,7588766,138,187591,978656335
1663,2018-10-30(二),2018127,2,5,6,7,11,15,12,383266268,13,6414968,202,113827,964241444
1664,2018-11-01(四),2018128,6,7,8,19,22,23,2,388471822,11,7226364,300,102041,976588973
1665,2018-11-04(日),2018129,2,4,6,16,18,19,16,418290398,7,8728266,117,278823,1013358099
1666,2018-11-06(二),2018130,5,12,17,18,24,28,12,374274632,17,6072806,841,27107,978511798
1667,2018-11-08(四),2018131,21,22,24,31,32,33,1,383809176,2,10000000,125,244689,1050270214
1668,2018-11-11(日),2018132,1,2,9,10,15,22,6,408709916,12,6627168,104,234687,1043966776
1669,2018-11-13(二),2018133,2,4,11,12,18,32,13,374106026,3,10000000,65,361738,1084505788
1670,2018-11-15(四),2018134,3,16,18,31,32,33,12,377767366,11,6833164,297,84868,1084959009
1671,2018-11-18(日),2018135,1,3,6,10,11,29,16,406719454,4,10000000,133,234150,1138385085
1672,2018-11-20(二),2018136,10,12,15,25,26,27,14,377111910,6,8548933,149,178637,1166942493
1673,2018-11-22(四),2018137,3,5,11,15,20,23,9,379485292,10,6284256,141,113852,1152259559
1674,2018-11-25(日),2018138,1,10,25,27,30,32,9,412013682,3,10000000,67,453502,1213413511
1675,2018-11-27(二),2018139,11,18,20,23,31,32,15,380559364,10,7121941,82,323466,1221766906
1676,2018-11-29(四),2018140,1,15,20,22,25,28,14,386006162,0,0,103,318026,1320037180
1677,2018-12-02(日),2018141,11,14,16,18,24,33,4,416166816,2,10000000,115,248604,1385805866
1678,2018-12-04(二),2018142,5,8,10,11,27,28,11,390581690,16,5856527,242,70787,1343493083
1679,2018-12-06(四),2018143,4,6,15,28,32,33,14,373157016,16,6480336,117,253048,1328627871
1680,2018-12-09(日),2018144,8,13,17,18,20,27,13,387956028,1,10000000,117,241814,1403504611
1681,2018-12-11(二),2018145,3,9,13,22,23,25,6,349376292,21,5598712,172,91373,1333080271
1682,2018-12-13(四),2018146,2,10,11,17,18,29,16,345409226,13,6395974,157,144487,1317986374
1683,2018-12-16(日),2018147,3,15,17,23,27,30,11,378419434,11,6875712,102,252853,1319726677
1684,2018-12-18(二),2018148,3,6,18,19,21,31,1,346743178,11,6665301,210,109037,1315102044
1685,2018-12-20(四),2018149,1,7,8,10,12,24,1,353364860,12,6743951,212,123392,1312652452
1686,2018-12-23(日),2018150,6,8,15,19,20,31,5,377320206,15,6255214,270,87167,1289430060
1687,2018-12-25(二),2018151,5,15,19,25,26,29,15,345353380,4,9708849,203,115981,1321227399
1688,2018-12-27(四),2018152,4,14,16,23,28,29,3,342935808,20,5479653,168,71376,1247608325
1689,2018-12-30(日),2018153,1,7,17,23,25,31,11,363663410,4,10000000,133,205313,1289528301
1690,2019-01-01(二),2019001,6,10,13,15,32,33,15,341453440,14,6657038,147,197266,1283324272
1691,2019-01-03(四),2019002,4,5,6,8,9,18,11,345144344,9,7273230,129,198246,1294586730
1692,2019-01-06(日),2019003,13,17,20,21,22,27,1,373728002,5,9635283,129,224577,1333321882
1693,2019-01-08(二),2019004,8,12,16,19,26,32,3,338080388,8,7428584,222,109395,1346750738
1694,2019-01-10(四),2019005,21,22,26,28,31,32,7,343365078,11,6133650,68,229230,1326043660
1695,2019-01-13(日),2019006,1,5,10,19,26,28,12,375825296,32,5514887,96,214536,1211353738
1696,2019-01-15(二),2019007,6,10,14,15,19,23,15,340543166,9,7306482,198,131050,1223439184
1697,2019-01-17(四),2019008,2,6,9,13,28,32,12,342498692,4,9716477,86,274213,1255320435
1698,2019-01-20(日),2019009,1,7,10,22,31,32,15,376873348,12,7191309,122,269423,1267633646
1699,2019-01-22(二),2019010,2,4,5,8,11,30,2,336769874,15,5753329,178,79353,1223708496
1700,2019-01-24(四),2019011,10,13,19,21,24,30,7,340431350,4,8829188,72,265915,1245829570
1701,2019-01-27(日),2019012,7,10,21,23,31,33,14,370443836,2,10000000,55,472600,1303808580
1702,2019-01-29(二),2019013,5,7,14,16,18,21,1,332648408,4,10000000,77,363158,1347698265
1703,2019-01-31(四),2019014,1,2,3,14,19,33,3,327526362,7,7683510,168,139766,1364355844
1704,2019-02-03(日),2019015,11,15,16,20,24,31,4,386508326,13,6477986,181,132692,1352193873
1705,2019-02-12(二),2019016,5,7,9,11,19,25,5,314659700,11,6236511,157,108293,1334598348
1706,2019-02-14(四),2019017,4,5,24,28,30,33,9,312764888,3,9404407,50,330330,1355934705
1707,2019-02-17(日),2019018,4,11,18,19,26,32,4,349743310,8,7473244,364,67946,1370346090
1708,2019-02-19(二),2019019,3,11,17,18,24,25,6,326400930,24,5530875,268,59426,1285383840
1709,2019-02-21(四),2019020,2,12,13,23,27,28,12,330603914,11,6275977,233,75299,1268982145
1710,2019-02-24(日),2019021,2,5,7,8,20,27,4,370839306,6,8810224,214,133535,1301850849
1711,2019-02-26(二),2019022,3,7,11,21,30,33,7,338829860,19,5503206,169,70716,1233143388
1712,2019-02-28(四),2019023,1,10,14,15,18,31,13,353488994,13,6088193,336,52628,1207046316
1713,2019-03-03(日),2019024,1,8,23,25,28,29,10,384117562,8,6940962,99,196056,1209747493
1714,2019-03-05(二),2019025,15,16,21,27,30,33,4,345714892,5,9479664,74,378350,1246342879
1715,2019-03-07(四),2019026,3,13,15,19,20,27,14,349411720,10,6689534,105,201135,1242805065
1716,2019-03-10(日),2019027,2,6,8,10,11,17,13,393236612,9,7407292,223,121444,1257385558
